@relation tinkaEmo
@attribute text string
@attribute class {neutral,worry,angry,happy}

@Data
'{Potentielle_ID} ist inklusive ust oder',neutral
'Wäre mir nicht aufgefallen.',neutral
'schönen tag noch. LG',neutral
'an welche Adresse die Karte ging',neutral
'einn anderer hat mir gesagt der Herr von Januar Februar für neue Aufträge',neutral
'Ganz genau sowohl für RE- als auch für Versandadresse',neutral
'steht im mail nicht direkt drinnen. bitte um info ob dies möglich ist. danke',neutral
'hab ich schon probiert ändert leider nichts',neutral
'okay gut danke also kann ich weiterhin telefonieren ?',neutral
'Gestern hieß ea gesterb heute zu mittag hieß es heute',angry
'Aber ich habe nix bekommt',angry
'Ja okay heben sie sie bitte gleich auf',neutral
'also sie können mir nicht weiter helfen?',neutral
'kriegen Sie das irgendwie hin? :)',neutral
'Aber ist jetzt deaktiviert?',neutral
'vor ca 2 wochen ist es mir aufgefallen',neutral
'Es geht darum dass ich 2-3 Tage zuvor eine Kollegin von Ihnen gebeten und angefleht habe diesen mahstopp zu setzten',angry
'Oje da wurde ich anscheinend rausgeworfen. Nun bin ich angemeldet',worry
'das kann ich nicht glauben',angry
'"09.05.1973; {Telefonnummer}"',neutral
'ja das habe ich gesehen.',neutral
'okay ich mach mich mal an die Bestellung',neutral
'danke sonst meld ich mich wieder',neutral
'ca. 25 jahre d.h wenn es nach dem {Potentielle_ID} gekauft wurde ist es gratis?',neutral
'Kann ich irgendwie beweisen dass ich nicht im Unschuld bin',worry
'"wenn das ohne simkarte ginge ;) aber danke!!"',happy
'Ich wuensche Ihnen noch einen schoenen Abend!',happy
'war ein fehler von mir',worry
'tut mir leid dass ich vielleicht so doof frage aber ich habe ehrlich gesagt solche Angebote (ohne Hacken) noch nie gesehen :-)',neutral
'ich werde mal googln da bekomm ich diese schneller',angry
'"ohje ich glaube auf das hab ich gar nicht geschaut; ich dachte das es eh nur 1 gibt!"',neutral
'Jetzt funktioniert es! Hatte eine Stelle zuviel bei der Reisepassnummer',happy
'das würd ich gern zum Testen',neutral
'Der kollehe hat gsagt es sind {Potentielle_ID}',neutral
'Ich bin echt sauer.. weil es seit heute früh nicht geht',angry
'ich moechte wiessen ob mein nummer gueltig ist oder nicht',worry
'ich meine nach 10 jqahren bei tmobile und 3 verträgen ist das denke ich eine berächtigte frage',angry
'Wie machen wir das..',neutral
'aber alles auf *****',neutral
'ja das ist mir klar nur WARUM nicht?',angry
'5 und 6 wäre interessant',neutral
'haben sich das bezahlte erlagschein bekomen',neutral
'Das wäre sehr nett: {Emailadresse}',neutral
'wir sind eine Firma kann ich da auch mit ihnen sprechen?',neutral
'Richtig aber zu Beginn hat es funktioniert. In diesem Fall wäre ich wohl besser bei der Telekom geblieben',angry
'Das alte Handy wurde verloren oder im Taxy gestohlen wurde wahrscheinlich geknackt ein samsung note kann also nichts löschen auf dem neuen Handy auch ein note 4 ist jetzt norton security free oben ist das das wofür ich im vertrag bezahle wahrscheinlich nicht?',worry
'Warum wurde es noch nicht aktualisiert?',neutral
'danke und einen wunderschönen tag',happy
'The problem start this morning when I left my house.',neutral
'Wo bekomme ich das?',neutral
'Vielen Dank Sie haben mir den Abend gerettet ein angnehmen Abden wünsche ich Ihnen noch',happy
'Rill {Name} {Postleitzahl} {Ort} {Straße} {Hausnummer}',neutral
'ja eine zusästzliche stimme als man vom festnetzt aus die handynummer angerufen hat( also das defekte Hand[)',neutral
'aktuell zu diesem Zeitpunkt folgendes',neutral
'danke für ihre Hilfe dann warte ich',happy
'wenn das in 1-2 Wochen kommt stellen sie mich darauf um aber dann bin ich ja wieder ganz hinten oder',neutral
'pw. {Potentielle_ID}',neutral
'also könne Sie mir auch nicht sagen an welchen Tag es geliefert wird',neutral
'ok. muss ich es selber abmelden wenn ich es nicht mehr brauche oder geht das nach dem monat automatisch?',neutral
'gut - und ich dachte schon ich bin unfähig - danke',happy
'Koennen Sie bitte zuschicken ?',neutral
'ja bitte 5 Euro mehr oder weniger darauf kommt es auch nicht mehr an',neutral
'Das war meine einzige Frage. Ich wünsche Ihnen noch einen schönen Abend. Mfg',happy
'Was sind meine Optionen?',neutral
'Vielen Dank und schönen Tag noch sie sind sehr nett und ich ein schwieriger Kunde',happy
'na dann bedanke ich mich für die professionelle Beratung und verabschiede mich mit freundlichen grüssen',happy
'also müsste ich sowieso da sein wenn das paket ankommt',neutral
'ok auch kein Problem.',neutral
'Hmm schade :/ Aber danke für die Info dann weiß ich es jetzt wenigstens',worry
'Ist das jetzt ein schlechter scherz oder wie',angry
'Jetzt meine Frage ob das schon möglich ist.',neutral
'sorry da darf man keine entertaste drücken.',neutral
'kann ich das testen?',neutral
'jetzt bei der Arbeit in Büro',neutral
'ich wollte nurmal nachfragen ob da noch was kommt oder wie das jetzt geregelt wird?',angry
'hab gestern einen Internet Tarif abgeschlossen',neutral
'Hm ich brauche das rasch. Also am besten noch morgen..',worry
'Ja zusenden wäre gut.',neutral
'Hab bei stramobil einen Vertrag',neutral
'Die drei sind auf dem Brief.',neutral
'Das ist dann der mit {Potentielle_ID} Minuten {Potentielle_ID} Sms und {Potentielle_ID} Lte internet oder?',neutral
'Ja ich weiß haben Sie nicht die Nachrichten von zuvor die ich eigentlich Ihrer Kollegin schon geschrieben habe?!',worry
'Wunderbar. Vielen Dank für die Infos und noch einen schönen Tag!',happy
'das heißt ich muss es selber schätzen',neutral
'geben sie mir ne nummer oder ne email - egal hauptsache meine frage wird beantwortet',angry
'wir sind ab Samstag im Urlaub',neutral
'Ja können wir das machen ?',neutral
'Vielen Dank für Ihre bemühungen',happy
'kann man das alles online erledigen oder besser im shop in st.pölten?',neutral
'OK. Vielen Dank für Ihre Information',neutral
'Haben Sie meine Nachricht noch gelesen?',neutral
'65 € monatlich also ?',neutral
'Den Link hatte ich schon',neutral
'ja das ist das richtige',neutral
'Das kann ich mir nicht vorstellen KEINEN Bonus NICHTS !!!',angry
'Bedanke mich sie haben mir weiter geholfe danke und schönen Abend.',happy
'ist dann die andere auch npoch funktionstüchtig oder nicht mehr',neutral
'Wurde von der Person gekauft am 20.02.2012',neutral
'habe mich in Mein T- mobile eingeloogt',neutral
'ja das ist aber kein problem',neutral
'dh 14 Tage sind um',neutral
'OK Danke! Einen schönen Abend noch!',happy
'und warum ist das nicht möglich ?',worry
'ah - ok - dann keine fragen mehr',neutral
'Nein danke das War alles ich wünsch ihnen noch einen schönen tag',neutral
'OK super. Jetzt spiele ich mal mit einer :-) Vielen Dank und angenehmen Dienst noch!!',happy
'Ja...  {Name} {Straße} {Hausnummer} {Postleitzahl} {Ort}',neutral
'Bzw. anders formuliert:',neutral
'What is the procedure?',neutral
'Würd gern ab 03. Oktober starten',neutral
'könnten sie mir sagen wieviel das wäre bitte',neutral
'Danach wurde ich nicht gefragt die mitarbeiterin hat von stunden gedprochen nicht tagen',angry
'ah Ok dann ist es ein missvertändis!',neutral
'darf ich das auch nach dem 15.01.2017 entscheiden?',neutral
'Das wäre ideal wenn es heute noch aktiv ist.',worry
'bekomme ich etwas per post',neutral
'aber im shop hab ich auch 1 oder 2 wochn oder nicht ?',neutral
'ja ist eine zusatzanmeldung...',neutral
'aber ich kanns ja gern nochmal machen',neutral
'Ich werde den Würfel mal mit nach Tirol nehmen dieses Wochenende und schauen ob dort die gleichen Probleme existieren. Jedenfalls danke für Ihre Klarstellung. Noch hab ich ja 25 Wochen Zeit um es ausgiebig zu testen. :)',angry
'kein thema - bestellung ist fertig...bestellnummer {Potentielle_ID}',neutral
'sind leider bei weitem nicht alle details',angry
'Hallo  - ich hätte noch eine aller letzte Frage!',neutral
'Ok danke für die Auskunft schönen Tag noch lg',happy
'ich bedanke mich ebenfalls und auch einen schönen tag',happy
'Können wir das in einem kleinen Praxis Beispiel durchrechnen ?',neutral
'Aber der alte ist Von mein Vater ..und jeztz will Ich mit mein Wechsel',angry
'{Potentielle_ID} dank na dann noch einen schönen dienstag',happy
'OK verstehe besten Dank!',happy
'Sind Sie ein Computer oder ein Mensch? Ersteres würde ich verzeihen!',angry
'Wie hoch wären ca. die Kosten?',neutral
'die bestellnr lautet {Potentielle_ID}',neutral
'wie und wo schicke ich das hin',neutral
'einstweilen besten dank!!',neutral
'the pleasure was all mine - thx {Name}!',happy
'Vielen Dank für ihre Hilfe. Beste Grüße {Name}',happy
'aha... ok.. mehr geht nicht? naja... ok',worry
'ist das gut? :)',neutral
'Dankeschön für die rasche Lösung. Wünsche ihnen noch einen schönen Tag. lg Harrer {Name}',happy
'Okay nicht gerade befriedigend.. Danke trotzdem für die Beratung.. Kann ich unter Umständen auf eine Rückmeldung von der Fachabteilung hoffen falls sich noch was ergibt?',angry
'Ok vielen Dank und schönen Tag noch.',happy
'werde gutes feedback geben! vielen Dank',happy
'das ist immer sofort aus',neutral
'Oder übersehe ich was.',neutral
'Spitze!! Vielen Dank!',happy
'der mitarbeiter davor hat ihn mir einfach hier im chat geschrieben...',neutral
'Ok viele Dank. Ich gehe heute dorthin um es abzuholen.',neutral
'Okay {Name}  danke und einen schönen Tag noch! Lg. {Name}',happy
'Danke schonmal vorab für Ihre Hilfe',neutral
'ok mache ich jetzt gleich',neutral
'ausgezeichnet. VIelen Dank für die rasche Hilfe! Schönen Tag',happy
'welche ich auch leider gemacht habe',neutral
'Weil mir wird bloß die Verfügbarkeit',neutral
'Wenn sie mir sagen wie das funktioniert würde ich es auf jeden Fall probieren',neutral
'Probier es gleich nochmal. Vielen lieben Dank!!',happy
'die ausweisnummer hab ich jetzt gerade nicht da',neutral
'Ist das die weisse Box?',neutral
'Danke schönen nicht mehr allzu arbeitsintensiven Abend.',happy
'ok - dann melde ich mich nochmals bei Ihnen.',neutral
'Was können Sie mir für diese Zeit anbieten?',neutral
'Danke nein ich werde dort einmal anrufen.',neutral
'Grüße sie !  mein Name !',neutral
'ja vielleicht könnte sich t-mobile da mal gedanken machen',neutral
'Hallo! Mein Name ist',neutral
'Dankeschön für die hilfreiche Antwort!',happy
'die serviceline sagte mir ich kann ein formular selbst ausdrucken...ein blankoformular',angry
'Könnten Sie mir noch einen Gefallen tun?',neutral
'Was soll das bringen ?',neutral
'ich habe eine Wertkarte von Drie',neutral
'könnten sie mir alle anderen auch noch mal per mail zukommen lassen wäre voll super! Danke!',neutral
'Ich habe heute bereits mit jemandem von Ihnen telefoniert. Könnten sie mich bitte an {Name} weiterleiten',neutral
'falsch Geburtsdatum obwohl es richtig ist!',neutral
'Versuch ich gleich! =)',happy
'ich habe schon mit frau {Name} darüber gesprochen  ist sie online ?',neutral
'Sie haben mir den Tag erfreulich bereichert. Schönen Tag noch',happy
'Guten Tag  {Name}',neutral
'ja dann machen wir das bitte',neutral
'könnt ihr das nicht wieder auf die startseite machen?',angry
'OK thank you for the information!',neutral
'Okay ich komme mal persönlich. Danke für die info.',neutral
'Super danke {Name} ...es war mir wieder mal ein vergnügen mich von dir beraten zu lassen :-) wüsche dir noch einen schönen Tag und danke noch mal',happy
'ok DANKE {Name}',neutral
'jetzt suchen wir was eine Option Sondernummer ist?',neutral
'Are there anywats to make it under than that?',neutral
'Ich habe mich nun dafür entschieden',neutral
'Nein ich gehe in einen Shop',neutral
'habe kein Handy und wieviel tage vorher zurück senden',neutral
'Achso gut das mache ich.',neutral
'Okey keine porplem eine schöne gutes neu jahr',neutral
'Mit dem iPhone wäre prima',neutral
'Danke jedenfalls für Ihre Hilfe.',neutral
'Danke. schon erledigt.',neutral
'MQ = Museumsquartier. DIE sitze dort :-)',neutral
'Bitte bei beiden wenn möglich :-)',neutral
'kann ich mein handyvertrag durchgeben',neutral
'aber das mit den 4 wochen klingt toll',happy
'Gleiche ist wenn ist in dg',neutral
'Danke {Name} für die Info Schönen Tag noch. Lg {Name}',happy
'Wohne ind der :Robert-Hamerling-Gasse {Potentielle_ID}',neutral
'ich fragte der Person am Telefon ob er mir das schriftlich geben könnte per E-Mail',neutral
'Ich dies geschickt.  {Name} Klagenfurt 24.06.2016',neutral
'Wo soll die Datei hochgeladen werden?',neutral
'und das andere wird in den nächsten Tagen überprüft?',neutral
'ok. wie funktioniert das dann??',neutral
'Hello can we speak English .?',neutral
'Ja da lässts sich nichts mehr machen wirklich schade bedanke mich',neutral
'Also entschuldigen Sie bitte wenn ich hier nachhaken muss.',angry
'können Sie mir sagen wie lange das noch ca dauern wird?',neutral
'Sehr geehrte Damen und Herren',neutral
'eine andere Möglichkeit gibt es da nicht?',neutral
'masta max {Potentielle_ID}',neutral
'Wow vielen Dank! Das hört sich vielversprechend an!',happy
'ok. schönen Abend noch. ciao',neutral
'Danke. Auf Wiedersehen.',neutral
'Guten tag! Mein name ist  Hemmer!',neutral
'vielen dank !!!',happy
'Nein werde den Support kontaktieren! Danke...',neutral
'das find ich ehrlichgesagt sehr schwach..',angry
'redetet nicht aber neu gestartet!',neutral
'habe es versucht leider erfolglos.',neutral
'Wooow danke gür die hilfe ].[',happy
'Nix mehr. Past so alles.',neutral
'so lange dauert das?..',worry
'habe gerade ein sms von tmobile bekommen',neutral
'muss ganz kurz weg. melde mich gleich wieder.',neutral
'ja das ist meine Internet Nummer',neutral
'wunderbar eine frage noch',happy
'dann muss ich nicht alles nochmal schreiben :)',happy
'Muss nicht sein ich verwende es sehr viel',neutral
'Ich werde heute abend noch einmal mit meinen Eltern sprechen ob bei ihnen post aufgelaufen ist und dann werd ich mich nochmal mit ihnen in verbindung setzen',neutral
'wenn ich aber auf das Angebot klicke meldet es bei mir einen Fehler',neutral
'klasse danke für die schnelle Hilfe!',happy
'Wenn sie möchten schicke ich ihnen einen Screenshot',neutral
'alles klar - vielen Dank für die schnelle Hilfe! lg',happy
'nein ist das eine Adresse von telering?',neutral
'Super danke für den super service',happy
'die hab ich schon gefunden',neutral
'hi.....mein deutsch ist nicht so gut bin Brasilianer :-)',neutral
'Oh Dankeschön! Ich schaue auch öfter rein! Danke!',happy
'das habe ich doch schon gemacht wenn es nicht funktioniert deshalb bat ich sie um den direktlink',angry
'ok hat sich erledigt!',neutral
'Darum habe ich die Anfrage bereits vorige Woche gestellt :)',neutral
'Super Danke! schönen Tag noch :)',happy
'Habe gerade erhalten Vielen Dank!',happy
'das ist laut einem Kollegen von Ihnen gestern bei mir nicht möglich?',neutral
'verstehe dann liegt der fehler also nicht an mir :)',neutral
'fs hab ich nicht bei mir. ist im auto.',neutral
'Danke. Auf Wiedersehen!',happy
'finde das sehr komisch und misteriös das ganze. habe ja nichts illegales gemacht. die ganze sache kam einfach über nacht wo ich geschlafen habe.',angry
'Problemen gibt es ab und zu - die Frage ist wie die dann gelöst werden!',angry
'so die ende august sind da',neutral
'okay alles klar!',neutral
'das wäre sehr nett {Telefonnummer}',neutral
'diese logo was bis dato immer da ist aber nun weg',neutral
'Wenn sich keine für mich vorteilhafte Lösung finden lässt werden Sie bzw. T-Mobile uns (die ganze Familie) bald verlieren.',angry
'das hab ich jetzt auch begriffen',angry
'Ihnen wünsche ich noch einen schönen Feierabend',neutral
'ja ich habb es letztes jahr schon bezahlt',neutral
