"1256192887354.txt";"TRANSCRIPTION: Sie war nicht groß gewillt mir zu helfen
";"d";;;;;"Häufigkeit absolut";"Kategorie";"Häufigkeit relativ (%)"
"1256741273552.txt";"TRANSCRIPTION: hatte vor einiger Zeit Kontakt mit Telekom mir wurde versprochen dass ich mein Call_and_surf außerhalb der @hes@ Heimvorteil Zone auch für vier und dreißig fünf und neunzig kriege und jetzt weiß man davon nichts mehr danke
";;;;;;;;
"1256741633840.txt";"TRANSCRIPTION: der Mitarbeiter hat gesagt kleinen Moment bitte ich habe jetzt acht Minuten gewartet und der hat sich nicht mehr gerührt da kann man nicht zufrieden sein
";;;;;;;;
"1256741754082.txt";"TRANSCRIPTION: der Auftrag wurde nicht durchgeführt
";;;;;;;;
"1256742114394.txt";"TRANSCRIPTION: @hes@ wir ärgern uns darüber dass wir @hes@ als jahrelanger Kunde mehr bezahlen wie ein Neukunde und zwar genau fünf Euro mehr Dankeschön
";;;;;;;;
"1256742354590.txt";"TRANSCRIPTION: jeder Berater gibt eine andere Antwort es ist keine Einigkeit da
";;;;;;;;
"1256742714849.txt";"TRANSCRIPTION: [fragment] *auf* einmal war das Gespräch ich hab' keine Anweisung gekriegt nichts gar nichts also ((der)) Service an so *warum* ich genauso viel wie jetzt
";;;;;;;;
"1256743075104.txt";"TRANSCRIPTION: mir haben das @hes@ Fehler gar nicht @hes@ behoben man *hat* mich einfach ((ausgetrickst)) ausgeschaltet
";;;;;;;;
"1256743315451.txt";"TRANSCRIPTION: ich habe [fragment] keine Vorschlag zu einer Verbesserung bekommen ich habe *entdeckt* dass ich würde gedrosselte Internetzugang bekommen dass hab' ich nicht *zugestimmt*
";;;;;;;;
"1256743435691.txt";"TRANSCRIPTION: ich bin noch gar nicht verbunden ich warte noch immer auf mein Gespräch und soll dann *eine* Bewertung abgeben wo gibt's denn so was
";;;;;;;;
"1256743795964.txt";"TRANSCRIPTION: der Servicemitarbeiter @hes@ antwortet [vocal] teils gar nicht teils @hes@ nach zehn Sekunden @hes@ gibt keine Bestätigung dass er was verstanden hat wirkte kurz angebunden wirkte lustlos wirkte frustriert @hes@ und ich hatte das Gefühl dass es mit der Themenauswahl meinerseits zusammenhing @hes@ es ging nämlich um *eine* Kündigung und @hes@ ich hatte den Eindruck dass ich @hes@ nicht so gut bedient wurde weil's um *eine* Kündigung ging
";;;;;;;;
"1256743916171.txt";"TRANSCRIPTION: weiter
";;;;;;;;
"1256743916460.txt";"TRANSCRIPTION: ich bin verärgert über die Vorgehensweise @hes@ ich @hes@ hab' @hes@ gekündigt @hes@ die Kündigung war ja verspätet eingegangen daraufhin hab' ich angerufen die damalige Mitarbeiterin hat *gesagt* @hes@ dass @hes@ man dann den @hes@ @hes@ Tarif @hes@ @hes@ ändern kann und eben hab' ich mit einer @hes@ Mitarbeiterin telefoniert @hes@ die @hes@ sagt das geht nur mit vier und zwanzig monatiger also neue @hes@ *Vertragsverlängerung* @hes@ ist sehr ärgerlich
";;;;;;;;
"1256744036541.txt";"TRANSCRIPTION: sie hat mich nicht verstanden
";;;;;;;;
"1256744036773.txt";"TRANSCRIPTION: der Vorspann des Gespräches ist viel zu lange zu kompliziert und ich möchte gerne direkt mit einem Berater verbunden werden
";;;;;;;;
"1256744156810.txt";"TRANSCRIPTION: weiter
";;;;;;;;
"1256744157031.txt";"TRANSCRIPTION: Ihre Firma hat meinen Telefonanschluss und mein Computer einfach abgeschaltet ohne Grund und diesen Fehler kann sie erst morgen beheben ich sitz' also ein Tag und eine Nacht ohne Computer und ohne Telefon eine riesen Schweinerei
";;;;;;;;
"1256744398011.txt";"TRANSCRIPTION: also erstens hätt' ich mir gewünscht dass der Kollege mehr auf mich als Kunde eingeht und zweitens was ich eine absolute Frechheit finde ist dass der Kollege einfach auflegt [fragment] [fragment] [fragment] [fragment] Befragungs Geschichte weiterleitet und das Gespräch einfach inmitten in meinem Satz beendet das ist *eine* absolute Frechheit ja also da müsst' Ihr Eure Leute echt in Griff kriegen @hes@ nur weil ein Kunde mal seine Meinung sagt @hes@ legen die Leute einfach auf und das hatt' ich in Zukunft schön öfters @hes@ in der Vergangenheit schon öfters ja @hes@ also einfach auflegen und den Kunden nicht aussprechen lassen nicht auf den Kunden eingeht gar nicht das ist der mieseste Kundenservice der überhaupt machbar ist
";;;;;;;;
"1256744518258.txt";"TRANSCRIPTION: unpersönliche Mitarbeiterin Gefühl vom Kunden dass Betreuerin keine Ahnung vom Shop hat
";;;;;;;;
"1256744638456.txt";"TRANSCRIPTION: [fragment] mit mir wurde nicht gesprochen
";;;;;;;;
"1256744758672.txt";"TRANSCRIPTION: [fragment] bin nicht zu einem Mitarbeiter durchgekommen @hes@ sollte verbunden werden und es kam kein Gespräch zu Sande @hes@ zustande
";;;;;;;;
"1256745718964.txt";"TRANSCRIPTION: der Rechnungsbetrag von der Abzocker Firma ((Midmatic))
";;;;;;;;
"1256745839177.txt";"TRANSCRIPTION: [fragment]
";;;;;;;;
"1256746199606.txt";"TRANSCRIPTION: ich habe eine Störung @hes@ meines Anschlusses verursacht durch Rückstand in der Zahlung mit @hes@ zwei hundert zwanzig Euro und ich hab' mein Problem vorgetragen das nicht [fragment] beantwortet zwar aber nicht gelöst werden konnte weil ich erst @hes@ in Zeitabstand von fünf oder sechs Tagen zur Zahlung kommen kann und ich hab' um Bitte um Verständnis gebeten hier doch *eine* Lösung zu finden die Mitarbeiterin konnte mir keine Empfehlung geben konnt' mir auch kein Ansprechpartner nennen
";;;;;;;;
"1256746319869.txt";"TRANSCRIPTION: die Wartezeit in der Schleife ist schon viel zu lang ich bin jetzt schon am Telefonieren seit acht Minuten
";;;;;;;;
"1256748000176.txt";"TRANSCRIPTION: also ich weiß Sie sind *ein* ganz großes @hes@ Unternehmen aber Sie haben Mitarbeiter die von gar nichts @hes@ Ahnung haben die lassen noch nicht einmal jemand aussprechen ich musste mich dreimal [fragment] sagen dass dass er mich aussprechen lassen soll um @hes@ also ich versteh' nicht was das soll Frechheit
";;;;;;;;
"1256748721434.txt";"TRANSCRIPTION: ich wollte mit Ihrer Kollegin ein Problem @hes@ das mir von Ihrem Störungsdienst gemeldet wurde im Zuge meiner Auftragsbestätigung diskutieren und sie hat @hes@ was ich nicht erwartet hätte von der Telekom das Gespräch einfach abgebrochen
";;;;;;;;
"1256748721768.txt";"TRANSCRIPTION: [vorn] [nachn] ist mein Name ich mach' jetzt praktisch schon ein halbes Jahr rum für mein Internetzugang in einem meiner Betriebe ich hab' vier gewerbliche Betriebe [fragment] bin im Privatanschluss @hes@ bei der Telekom und mein Handy ist *ein* T-Mobile Vertrag also mehr kann man als Kunde aus meiner Sicht nicht mehr tun was Sie tun wenn ich mit meinen Kunden so umgehen würde ist Hammer @hes@ ich bin stinke sauer und wenn es meinem technischen Verständnis möglich wäre wär' ich kein Kunde mehr bei Ihnen
";;;;;;;;
"1256748841824.txt";"TRANSCRIPTION: alle Mitarbeiter inkompetent
";;;;;;;;
"1256749082058.txt";"TRANSCRIPTION: DSL Rate die ist bei mir jetzt dermaßen niedrig sieben hundert sechzig Kilobit pro Sekunde und ich warte mindestens eine @hes@ Übertragungsrate von sechs tausend also DSL ist sechs tausend und es wurde mir gesagt bei der Telekom ich überhaupt nichts geplant in meine Gegend danke
";;;;;;;;
"1256749562321.txt";"TRANSCRIPTION: mein Gespräch war noch nicht zu Ende ich hab' noch auf ein anderen Vermittler gewartet und dann wurde diese Anfrage eingeschaltet
";;;;;;;;
"1256749682580.txt";"TRANSCRIPTION: gar kein [fragment] ich hatte gar kein Gespräch *keine* Gesprächs Möglichkeit ich wurde gleich in die Bewertung weitergestellt
";;;;;;;;
"1256749923795.txt";"TRANSCRIPTION: liebe Telekom was hier abläuft ist eine ober große Frechheit und Sauerei ich bin (()) mittlerweile mit vier Mitarbeitern verbunden worden keiner konnte meine Fragen beantworten ich hab' heute einen Termin zwischen zwölf und achtzehn Uhr dreißig erhalten dass ein Kundenservice zu mir kommt es ist kein Mensch aufgetaucht auf Rückfrage werd' ich nur von einer Kollegin zur nächsten geschickt wie gesagt ich bin sehr sehr ärgerlich ich möchte dass mein Call_and_surf Vertrag den ich mündlich bei Ihnen gestellt habe storniert wird ich werde zu o2 gehen der ist zehn Euro günstiger ich möchte ein Grund Anschluss von der Telekom bitte erhalten @hes@ die Nummer ist mir bereits zugesagt worden und dann werd' ich aber äußerst schleunigst wechseln dieses Theater kann ich als Kunde nicht nachvollziehen und nicht @hes@ nicht @hes@ @hes@ akzeptieren ich habe am Montag angerufen vor zwei Tagen musste fünf Minuten irgendein Geschwätz und Gelaber von einem Mitarbeiter @hes@ anhören dass ein Kollege blaue Jeans statt schwarze anhat das heißt hier werden Gespräch von Kunden auf Mitarbeiter geleitet die überhaupt nicht wahrnehmen dass Kunden am Apparat sind @hes@ nach *ein* paar Minuten hat er's dann gemerkt dass ich dran war @hes@ und mittlerweile ist jetzt hier
";;;;;;;;
"1256750524108.txt";"TRANSCRIPTION: absolute das ist *eine* absolute Frechheit dass ich jetzt zehn Minuten an der Strippe hänge dann [fragment] hat's nicht mal einer für nötig mich anzunehmen ich werde einfach weggedrückt das ist *eine* Katastrophe ich denke mal das könnt' ich echt nicht weiter leisten oder
";;;;;;;;
"1256750524327.txt";"TRANSCRIPTION: einfach aufgelegt
";;;;;;;;
"1256750644398.txt";"TRANSCRIPTION: seit sechs Wochen haben wir Internet Probleme ich ruf' einmal die Woche mindestens an keiner kann mir helfen es werden ((Laien)) (()) durchgeführt die *Leute* sind teilweise pampig @hes@ aber keiner kann mir helfen keiner leitet mich weiter der Herr eben hat gerade einfach aufgelegt
";;;;;;;;
"1256750644707.txt";"TRANSCRIPTION: hier spricht der Herr [nachn] als Kunde der Telekom muss ich sagen bin ich nicht zufrieden ich bin ein Wechsler von Kabel Deutschland zur Telekom und er ist nicht möglich dass ich von Fremdanbietern angerufen werde es wird mir gesagt ich soll mich dort persönlich bei der Bundesnetz Agentur beschweren das kann nicht sein ich erwarte daher einfach dass hier der Kunde als Service Kunde @hes@ betreut wird und dass diese Problematiken von Telekom nur von Telekom bearbeitet werden und nicht von dem Kunden selbst ich versteh' es nicht und erwarte eigentlich einen Rückruf von der kompetenten Person die *das* hier @hes@ ordert oder oder oder anhört danke
";;;;;;;;
"1256751004774.txt";"TRANSCRIPTION: @hes@ allein das Gespräch er war nicht freundlich zu mir er hat erstmal gar nicht verstanden was ich von ihm haben wollte oder was mein Problem war und er hat mich gleich weitergeleitet an *einen* T-Mobile Shop die mein Problem auch nicht verstanden haben
";;;;;;;;
"1256751005063.txt";"TRANSCRIPTION: [vocal] ha äußerst unfreundlich @hes@ @hes@ hinhaltend @hes@ und @hes@ völlig undisqualifiziert und das @hes@ muss *ich* mal wirklich sagen *dass* *das* wirklich schon dann anstrengend ist weil *ich* noch *was* *anderes* zu tun als mich mit so *einem* Dreck auseinander zu setzen *gut* haben Sie’s jetzt verstanden
";;;;;;;;
"1256751125143.txt";"TRANSCRIPTION: wir versuchen seit vier Wochen einen Anschluss rückportieren zu lassen und es ist nicht möglich einen telefonischen @hes@ *es* hinzubekommen Punkt
";;;;;;;;
"1256751245398.txt";"TRANSCRIPTION: das schlimme ist ich steck' in der Warteschleife durfte noch nie was sagen weil ich nicht gefragt wurde aber ich darf jetzt mein Urteil abgeben das ist ja einfach frech [garbage] weiter los
";;;;;;;;
"1256752085726.txt";"TRANSCRIPTION: [fragment] [fragment] mir wurde zugesagt dass ich mit einem anderen Mitarbeiter verbunden werde ein Mitarbeiter von T-Online und nun bin ich bei Ihnen hier aufkreuzt
";;;;;;;;
"1256752445968.txt";"TRANSCRIPTION: weiter
";;;;;;;;
"1256752446202.txt";"TRANSCRIPTION: weiter
";;;;;;;;
"1256752566240.txt";"TRANSCRIPTION: [fragment] ungezogen inkompetent maßlos frech
";;;;;;;;
"1256752926516.txt";"TRANSCRIPTION: ich hätte mir *einen* Kundenberater gewünscht
";;;;;;;;
"1256753046790.txt";"TRANSCRIPTION: eine [fragment] eine explizite Hilfe mit Ihren Tochterunternehmen Softwareload und Gamesload beziehungsweise eine intern Datenweitergabe meiner Kundendaten da dies anscheinend nicht zu klären ist von Ihrem Service sollt' man diese Nummern vielleicht abschalten [pause] weiter
";;;;;;;;
"1256753167255.txt";"TRANSCRIPTION: *ja* schönen guten Tag @hes@ und zwar war's folgendes ich hatte damals mal eine Ratenzahlung gemacht gehabt und @hes@ da wurde mir *ein* falsches Datum genannt dann unter anderem war noch gewesen dass ich ein anderen Tarif buchen wollte dieser Tarif wurde mir dann in den höchsten Tarif umgestellt und es kotzt mich einfach nur an entschuldigen Sie bitte @hes@ dass ich einfach nicht irgendwie hier ernst genommen werde und ja ich hoffe auf *einen* Rückruf
";;;;;;;;
"1256753407536.txt";"TRANSCRIPTION: die Dame der Hotline war äußerst unkompetent ist nicht auf meine Angaben eingegangen und hat mich trotz dass ich gesagt habe *das* ist kein Problem (()) die Endgeräte Hotline [fragment] verbunden und hat verweigert ein Port Reset durchzuführen
";;;;;;;;
"1256754127802.txt";"TRANSCRIPTION: es es kam überhaupt keine Verbindung zustande
";;;;;;;;
"1256754488101.txt";"TRANSCRIPTION: bin ja hier weggedrückt der hat mich weggedrückt
";;;;;;;;
"1256754728402.txt";"TRANSCRIPTION: ich bemühe mich seit drei Tagen dass jemand meine Störung hier an dem Anschluss @hes@ behebt ich bin vertröstet worden er hat einfach nicht dazu *geführt* bis zum heutigen Tage dass der Anschluss repariert wurde ich bin da sehr enttäuscht
";;;;;;;;
"1256754848645.txt";"TRANSCRIPTION: Kompetenz @hes@ auf *den* Kunden einzugehen weiterrum Rechnungsprüfung @hes@ *zweimal* gefaxt zur Rechnungsprüfung nicht bearbeitet Fax landet irgendwo in der Luft kann einen nicht zufrieden stimmen
";;;;;;;;
"1256755208865.txt";"TRANSCRIPTION: ich war verbunden und wurde gleich wieder auf *eine* Warteschleife gelegt was soll *denn* *das*
";;;;;;;;
"1256755329083.txt";"TRANSCRIPTION: ich möchte mit einem richtigen Menschen reden und nicht mit einer Maschine die mich alles mögliche fragt und auf meine Frage krieg' ich von Ihrer Kundendienst Beraterin keine Antwort die sabbelt schon genauso wie Ihr scheiß Automat haben Sie mich verstanden
";;;;;;;;
"1256756289324.txt";"TRANSCRIPTION: alles Telekom klappt gar nichts ich kann nur sagen kein Wunder dass die Leute abhauen es ist ein reinster Sauhaufen es ist ein Sauladen
";;;;;;;;
"1256756289585.txt";"TRANSCRIPTION: ich muss ich muss an alten teuren [fragment] @hes@ Vertrag behalten obwohl ein günstigerer von Ihrer Firma angeboten wird
";;;;;;;;
"1256756529660.txt";"TRANSCRIPTION: weiter
";;;;;;;;
"1256756769905.txt";"TRANSCRIPTION: ich habe noch keinen Service ich habe noch nicht den Service
";;;;;;;;
"1256757250204.txt";"TRANSCRIPTION: ich hatte noch kein Gespräch mit einem Servicemitarbeiter insofern kann ich nicht danach gefragt werden wie ich das Gespräch von der Qualität her empfunden haben soll weiter
";;;;;;;;
"1256757250480.txt";"TRANSCRIPTION: erstens bekomm' ich nicht die richtige @hes@ Rechnung die geht immer an meinen verstorbenen Mann und zweitens bin ich schon das zweite Mal nicht im Telefonbuch sondern wieder mein verstorbener Mann der liegt auf dem Friedhof
";;;;;;;;
"1256757371413.txt";"TRANSCRIPTION: @hes@ der Servicemitarbeiter ist nicht auf meine @hes@ meine Wünsche eingegangen und wurde dann *denn* auch noch frech am Telefon und hat mich einfach aus der Leitung geschmissen was ich @hes@ nicht in Ordnung fande
";;;;;;;;
"1256757731665.txt";"TRANSCRIPTION: [fragment] aus der Leitung geflogen
";;;;;;;;
"1256757731895.txt";"TRANSCRIPTION: ich finde fürchterlich dass man @hes@ durchgestellt wird und dann anschließend gesagt kriegt rufen Sie *zu* einem späteren Anschluss an von einem Provider und @hes@ erwart' ich *einen* anderen Service da kann man auch @hes@ tatsächlich zur *irgendeinem* Drittanbieter gehen danke
";;;;;;;;
"1256757852921.txt";"TRANSCRIPTION: [garbage]
";;;;;;;;
"1256759173216.txt";"TRANSCRIPTION: das Anliegen wurde nicht zu meiner Zufriedenheit bearbeitet Ihre Mitarbeiterin war sehr unfreundlich und hat obwohl ich noch was zu sagen hatte mitten im Gespräch aufgelegt
";;;;;;;;
"1256759533502.txt";"TRANSCRIPTION: das war ein Hörfehler mein Antwort war von mir äußerst zufrieden danke
";;;;;;;;
"1256760133711.txt";"TRANSCRIPTION: mein Auftrag wurde nicht angenommen und der Service ist äußerst schwierig zu erreichen
";;;;;;;;
"1256760254008.txt";"TRANSCRIPTION: [fragment] @hes@ Anschluss [tel] ich hatte eine Störung bei T-Online gemeldet und man wollte mich mit dem Mitarbeiter [fragment] mit dem technischen Mitarbeiter verbinden ist aber nicht geschehen das ist mir jetzt dreimal *hintereinander* passiert insofern bin ich natürlich sehr enttäuscht und bitte dringend um Rückruf
";;;;;;;;
"1256760254266.txt";"TRANSCRIPTION: ich finde es unerhört dass ein Servicemitarbeiter einfach das Gespräch beenden kann und auflegt ohne dass jemand zum Beispiel ich ausreden kann das ist eine Frechheit [pause] dafür bezahl' ich keine Grundgebühren um so abgefertigt zu werden
";;;;;;;;
"1256760494368.txt";"TRANSCRIPTION: es war nicht es war nicht möglich ohne ein nicht zu vergebenes Kennwort @hes@ meine Akten einzusehen und mein Anschluss sollte zum *dreißigsten* *August* null neun umgestellt werden *aber* selbiges *ist* nicht [fragment] @hes@ passiert also mit allem alles in allem große Katastrophe [pause] hallo [garbage]
";;;;;;;;
"1256760614670.txt";"TRANSCRIPTION: ich habe heute ein Gerät bei Ihnen gekauft ein Nokia drei und sechzig null drei und habe Probleme mit der Bedienung gehabt und @hes@ der @hes@ Mitarbeiter war zwar sehr freundlich aber hat mir hat versucht mich zu verbinden und hat gesagt dass die Kollegen also auch dieses Gerät nicht haben um mir das genauer zu erklären diesen Service vermisse ich da ich also vor ungefähr ein oder anderthalb Jahren schon mal das Problem hatte und mir da sehr nett weitergeholfen ist von einem Herrn der eben sich die Mühe gemacht hat @hes@ die Gebrauchsanweisung von dem Handy rauszusuchen und einem weiter zu helfen jetzt muss ich morgen wieder in den T-Punkt @hes@ hier nach [ort] und das ärgert mich das find' ich also nicht gut
";;;;;;;;
